product;price;rating;recall;instalment;instalment_price;instalment_time
HP VICTUS 16-s0017ci 7Z822EA#UUQ серебристый;443990;0;;В рассрочку;37 000 ₸;x12
Lenovo IdeaPad Slim 3 14AMN8 82XN003JRK серебристый;214990;0;;В рассрочку;17 916 ₸;x12
HP VICTUS 16-e1038ci 6K3C8EA синий;667489;10;(2 отзыва);В рассрочку;55 625 ₸;x12
HP 250 G9 6F1Z7EA черный;256815;0;;В рассрочку;21 402 ₸;x12
ASUS Zenbook 14 UM3402YA-KP511W 90NB0W95-M00UU0 черный;474990;10;;В рассрочку;39 583 ₸;x12
Lenovo Yoga Slim 7 Pro 16ARH7 82UW003KRU серый;609990;0;;В рассрочку;50 833 ₸;x12
Xiaomi RedmiBook Pro 15 JYU4336CN серый;529990;0;;В рассрочку;44 166 ₸;x12
HP Europe ProBook 430 G8 27J09EA серебристый;599990;0;;В рассрочку;50 000 ₸;x12
Apple MacBook Pro 13 Z11C0002Z серый;936000;9;(2 отзыва);В рассрочку;78 000 ₸;x12
ASUS ROG Zephyrus G16 GU603ZV-N4008 90NR0H23-M002C0 черный;837860;0;;В рассрочку;69 822 ₸;x12
Acer Aspire 5 A514-55 I385SUW1 NX.K5DER.00G серый;299990;0;;В рассрочку;25 000 ₸;x12
Lenovo Ideapad 3 15IML05 81WB00VDRK серый;242000;10;(1 отзыв);В рассрочку;20 167 ₸;x12
ASUS X515EA-BQ1965 90NB0TY2-M00MW0 серебристый;374990;10;(9 отзывов);В рассрочку;31 250 ₸;x12
HP ENVY 13-BA1043UR 4S537EA серебристый;519990;0;;В рассрочку;43 333 ₸;x12
HP OMEN 15-dh1013ur черный;1259990;0;;В рассрочку;105 000 ₸;x12
Apple MacBook Air 13 Z160000KQ черный;1300000;10;(2 отзыва);В рассрочку;108 334 ₸;x12
HP Omen 16-k0003ci 79N54EA черный;629990;0;;В рассрочку;52 500 ₸;x12
Lenovo IdeaPad 3 15ADA05 81W1016LRK черный;219990;9;(9 отзывов);В рассрочку;18 333 ₸;x12
HP 15-fa0015ci 6K5R9EA темно-синий;399890;0;;В рассрочку;33 325 ₸;x12
HP HP Laptop 15s-eq2102ur 5R9R3EA серебристый;314580;10;(9 отзывов);В рассрочку;26 215 ₸;x12
HP OMEN 17-cm2001ci 7Z8E8EA#UUQ черный;899990;0;;В рассрочку;75 000 ₸;x12
HP Pavilion Aero 13-be1027ci 7P0L5EA серебристый;423410;0;;В рассрочку;35 285 ₸;x12
HP Pavilion Aero 13-be1032ci 7P0L9EA серебристый;389990;0;;В рассрочку;32 500 ₸;x12
HP Europe ProBook 430 G8 27J09EA серебристый;599990;0;;В рассрочку;50 000 ₸;x12
GIGABYTE AERO 16 KE5 KE5-72RU934HQ серебристый;1000990;0;;В рассрочку;83 416 ₸;x12
Acer Aspire 3 A315-58G NX.ADUER.00Y серебристый;349990;10;(5 отзывов);В рассрочку;29 166 ₸;x12
Aсer Extensa 15 EX215-54-37DE NX.EGJER.00F черный;290990;0;;В рассрочку;24 250 ₸;x12
ASUS ROG Strix G15 G513IC-HN002 серый;649490;9;(2 отзыва);В рассрочку;54 125 ₸;x12
Lenovo V15 G3 IAP 82TT003PRU черный;274920;0;;В рассрочку;22 910 ₸;x12
Lenovo Legion 5 82RD00ACRK серый;839990;7;(2 отзыва);В рассрочку;70 000 ₸;x12
HP EliteBook 860 G9 5Z6K6EA серебристый;679156;0;;В рассрочку;56 597 ₸;x12
Acer Extensa 15 EX215-52-312N NX.EG8ER.017 черный;239000;0;;В рассрочку;19 917 ₸;x12
Lenovo Legion 5 17ACH6 82K00005RK синий;854990;9;(7 отзывов);В рассрочку;71 250 ₸;x12
ASUS TUF Gaming F15 FX506HE-HN012 черный;517990;10;(1 отзыв);В рассрочку;43 166 ₸;x12
ASUS X415EA 90NB0TT2-M00DR0 серый;259990;10;(4 отзыва);В рассрочку;21 666 ₸;x12
HP Europe 240 G8 2X7L8EA черный;318798;10;(1 отзыв);В рассрочку;26 567 ₸;x12
HP 15-ec2084ur 64S62EA черный;598989;10;(1 отзыв);В рассрочку;49 916 ₸;x12
HP ENVY x360 15-ew0006ci 7P0M7EA серебристый;799990;0;;В рассрочку;66 666 ₸;x12
HP Spectre x360 16-f1017ci 7P0Q2EA черный;842770;0;;В рассрочку;70 231 ₸;x12
HP Pavilion x360 Convertible 15-er1006ci 6L9P9EA серебристый;339240;0;;В рассрочку;28 270 ₸;x12
ASUS TUF Gaming A17 FA707NU-HX037 90NR0EF5-M002C0 серый;674890;10;(1 отзыв);В рассрочку;56 241 ₸;x12
ASUS VivoBook 15 K513EA 90NB0SG2-M37040 серебристый;499990;10;(15 отзывов);В рассрочку;41 666 ₸;x12
Acer Aspire 5 NX.K3KER.006 серый;519990;10;(1 отзыв);В рассрочку;43 333 ₸;x12
Huawei MateBook D 15 BoB-WAI9 серый;339990;10;(19 отзывов);В рассрочку;28 333 ₸;x12
HP Victus 16-e1056ci 7P0P6EA белый;508620;0;;В рассрочку;42 385 ₸;x12
Lenovo IdeaPad Slim 3 15AMN8 82XQ0007RK серебристый;225000;0;;В рассрочку;18 750 ₸;x12
HP Omen 16-k0003ci 79N54EA черный;629990;0;;В рассрочку;52 500 ₸;x12
Lenovo IdeaPad 3 15ADA05 81W1016LRK черный;219990;9;(9 отзывов);В рассрочку;18 333 ₸;x12
HP 15-fa0015ci 6K5R9EA темно-синий;399890;0;;В рассрочку;33 325 ₸;x12
HP Omen 16-c0057ur 5R9S0EA черный;851740;0;;В рассрочку;70 979 ₸;x12
Lenovo IdeaPad 1 14AMN7 82VF001URK серебристый;339980;8;(1 отзыв);В рассрочку;28 332 ₸;x12
HP OMEN 15-dh1013ur черный;1259990;0;;В рассрочку;105 000 ₸;x12
Lenovo IdeaPad 5 Pro 16ACH6 82L500M9RK серый;759990;10;(13 отзывов);В рассрочку;63 333 ₸;x12
Acer TravelMate P2 TMP214-53-5510 NX.VPKER.005 черный;350000;10;(1 отзыв);В рассрочку;29 167 ₸;x12
Apple MacBook Air 13 Z160000KQ черный;1300000;10;(2 отзыва);В рассрочку;108 334 ₸;x12
HP VICTUS 16-s0011ci 7Z7U9EA#UUQ серебристый;558990;0;;В рассрочку;46 583 ₸;x12
Lenovo IdeaPad 5 Pro 16ACH6H 82L500UMRU серый;1199990;10;(1 отзыв);В рассрочку;100 000 ₸;x12
HP 16-E0070UR 4E1K2EA серый;519990;0;;В рассрочку;43 333 ₸;x12
Lenovo Ideapad L3 15IML05 81Y30023RK серебристый;269990;9;(15 отзывов);В рассрочку;22 500 ₸;x12
ASUS X515JF-EJ257 90NB0SW1-M04820 серебристый;269990;10;(4 отзыва);В рассрочку;22 500 ₸;x12
Lenovo ThinkPad X1 Yoga Gen 6 20XY00BBUS серый;1104000;0;;В рассрочку;92 000 ₸;x12
Dynabook Satellite Pro C50D-B-104 темно-синий;375900;0;;В рассрочку;31 325 ₸;x12
ASUS VivoBook Flip 14 TP401MA-EC444W серый;278780;0;;В рассрочку;23 232 ₸;x12
ASUS Zenbook 14x OLED KN032W серебристый;829980;0;;В рассрочку;69 165 ₸;x12
Lenovo IdeaPad Gaming 3 82SA00FQRK серый;529990;10;(1 отзыв);В рассрочку;44 166 ₸;x12
MSI GF63 Thin 11SC-292XKZ черный;528990;0;;В рассрочку;44 083 ₸;x12
ASUS TUF Gaming F17 FX707ZU4-HX058 черный;649980;0;;В рассрочку;54 165 ₸;x12
ASUS Vivobook Go 15 OLED E1504FA-L1013W серый;309980;0;;В рассрочку;25 832 ₸;x12
Huawei MateBook D 14 NbD-WDI9 53012WTR серебристый;399990;10;(6 отзывов);В рассрочку;33 333 ₸;x12
HP ZBook Firefly 16 G9 6B888EA серебристый;846738;0;;В рассрочку;70 562 ₸;x12
Lenovo IdeaPad L3 C41TUN 82HL005TRK серый;176899;9;(19 отзывов);В рассрочку;14 742 ₸;x12
Lenovo IdeaPad 530S-14IKB 81EU00K4RK черный;429990;0;;В рассрочку;35 833 ₸;x12
Lenovo IdeaPad Gaming 3 82K201QRRK черный;577990;10;(2 отзыва);В рассрочку;48 166 ₸;x12
Acer Swift 1 SF114-34 NX.A79ER.006 золотистый;199990;0;;В рассрочку;16 666 ₸;x12
HP Pavilion Gaming 17-cd2081ur 638F9EA зеленый;449990;0;;В рассрочку;37 500 ₸;x12
MSI GF63 Thin 11SC-292XKZ черный;528990;0;;В рассрочку;44 083 ₸;x12
Lenovo IdeaPad 3 15IIL05 81WE007FRK серый;489990;10;(1 отзыв);В рассрочку;40 833 ₸;x12
DELL Vostro 15 3510 210-AZZU-B7 серый;318910;0;;В рассрочку;26 576 ₸;x12
HP 240 G8 2R9J1EA черный;329489;9;(1 отзыв);В рассрочку;27 458 ₸;x12
Acer Nitro 5 AN515-46 NH.QGXER.002 черный;799990;0;;В рассрочку;66 666 ₸;x12
Huawei MateBook D 14 NbD-WDI9 53012WTR серебристый;399990;10;(6 отзывов);В рассрочку;33 333 ₸;x12
HP ZBook Firefly 16 G9 6B888EA серебристый;846738;0;;В рассрочку;70 562 ₸;x12
Lenovo IdeaPad L3 C41TUN 82HL005TRK серый;176899;9;(19 отзывов);В рассрочку;14 742 ₸;x12
Lenovo IdeaPad 530S-14IKB 81EU00K4RK черный;429990;0;;В рассрочку;35 833 ₸;x12
Lenovo IdeaPad Gaming 3 82K201QRRK черный;577990;10;(2 отзыва);В рассрочку;48 166 ₸;x12
Acer Swift 1 SF114-34 NX.A79ER.006 золотистый;199990;0;;В рассрочку;16 666 ₸;x12
HP Pavilion Gaming 17-cd2081ur 638F9EA зеленый;449990;0;;В рассрочку;37 500 ₸;x12
MSI GF63 Thin 11SC-292XKZ черный;528990;0;;В рассрочку;44 083 ₸;x12
Lenovo IdeaPad 3 15IIL05 81WE007FRK серый;489990;10;(1 отзыв);В рассрочку;40 833 ₸;x12
DELL Vostro 15 3510 210-AZZU-B7 серый;318910;0;;В рассрочку;26 576 ₸;x12
HP 240 G8 2R9J1EA черный;329489;9;(1 отзыв);В рассрочку;27 458 ₸;x12
Acer Nitro 5 AN515-46 NH.QGXER.002 черный;799990;0;;В рассрочку;66 666 ₸;x12
HP Pavilion 14-dv2003ci 6G7W1EA серебристый;589990;10;(1 отзыв);В рассрочку;49 166 ₸;x12
Dream Machines G1650-15KZ72 черный;432990;10;;В рассрочку;36 083 ₸;x12
Ноутбук Thunderobot 911 Plus G3 Pro Corei5 13500H 16GB / SSD 512GB / GeForce RTX 4060 8GB / Win 11 / JT009R00BRU;919990;0;;В рассрочку;76 666 ₸;x12
Acer A315-23-R1B3 NX.HVTER.00W черный;225120;9;(19 отзывов);В рассрочку;18 760 ₸;x12
Lenovo Ideapad L3 15IML05 81Y30023RK серебристый;269990;9;(15 отзывов);В рассрочку;22 500 ₸;x12
MSI Modern 15 B12M-215X 9S7-15H112-215 черный;369990;10;;В рассрочку;30 833 ₸;x12
Ноутбук HP 250 G8 3A5T7EA черный;199990;10;;В рассрочку;16 666 ₸;x12
HP 15-ec2084ur 64S62EA черный;598989;10;(1 отзыв);В рассрочку;49 916 ₸;x12
HP 250 G9 6S775EA серый;386308;0;;В рассрочку;32 193 ₸;x12
Lenovo V14 G2 ITL 82KA001JRU черный;279900;0;;В рассрочку;23 325 ₸;x12
ASUS ExpertBook B1 B1400CEAE-EB6603 31115G4-8-256-D темно-синий;239980;10;;В рассрочку;19 999 ₸;x12
HP HP Laptop 15s-eq2102ur 5R9R3EA серебристый;314580;10;(9 отзывов);В рассрочку;26 215 ₸;x12
MSI Katana GF66 12UGSZOK-1245XKZ 9S7-1583B4-1245 черный;1029128;0;;В рассрочку;85 761 ₸;x12
ASUS P1512CEA-EJ0112 90NX05E1-M003V0 серый;196990;10;;В рассрочку;16 416 ₸;x12
ASUS VivoBook R565JA-BQ2727 серый;244870;10;(2 отзыва);В рассрочку;20 406 ₸;x12
ASUS VivoBook Pro 15 M3500QA-L1066T черный;639990;10;(1 отзыв);В рассрочку;53 333 ₸;x12
HP EliteBook 830 G8 4L0J3EA серебристый;521000;0;;В рассрочку;43 417 ₸;x12
HP 250 G9 6S6V4EA серебристый;382126;0;;В рассрочку;31 844 ₸;x12
HP 250 G9 6S6V0EA серебристый;303858;0;;В рассрочку;25 322 ₸;x12
HP B1502CBA-BQ0395X 90NX05U1-M00EY0 синий;428835;0;;В рассрочку;35 737 ₸;x12
Lenovo V15 G2 ITL 82KB0009RU черный;260990;10;(3 отзыва);В рассрочку;21 750 ₸;x12
Lenovo IdeaPad 3 82H802EDRK серый;369990;10;(10 отзывов);В рассрочку;30 833 ₸;x12
Lenovo IdeaPad 3 81WE012KRK серый;350000;10;(3 отзыва);В рассрочку;29 167 ₸;x12
Lenovo IdeaPad L3 15ITL6 82HL002ERK;189900;10;;В рассрочку;15 825 ₸;x12
MSI Katana GF66 12UGSZOK-1245XKZ 9S7-1583B4-1245 черный;1029128;0;;В рассрочку;85 761 ₸;x12
ASUS P1512CEA-EJ0112 90NX05E1-M003V0 серый;196990;10;;В рассрочку;16 416 ₸;x12
ASUS VivoBook R565JA-BQ2727 серый;244870;10;(2 отзыва);В рассрочку;20 406 ₸;x12
ASUS VivoBook Pro 15 M3500QA-L1066T черный;639990;10;(1 отзыв);В рассрочку;53 333 ₸;x12
HP EliteBook 830 G8 4L0J3EA серебристый;521000;0;;В рассрочку;43 417 ₸;x12
HP 250 G9 6S6V4EA серебристый;382126;0;;В рассрочку;31 844 ₸;x12
HP 250 G9 6S6V0EA серебристый;303858;0;;В рассрочку;25 322 ₸;x12
HP B1502CBA-BQ0395X 90NX05U1-M00EY0 синий;428835;0;;В рассрочку;35 737 ₸;x12
Lenovo V15 G2 ITL 82KB0009RU черный;260990;10;(3 отзыва);В рассрочку;21 750 ₸;x12
Lenovo IdeaPad 3 82H802EDRK серый;369990;10;(10 отзывов);В рассрочку;30 833 ₸;x12
Lenovo IdeaPad 3 81WE012KRK серый;350000;10;(3 отзыва);В рассрочку;29 167 ₸;x12
Lenovo IdeaPad L3 15ITL6 82HL002ERK;189900;10;;В рассрочку;15 825 ₸;x12
HP Pavilion Aero 13-be1027ci 7P0L5EA серебристый;423410;0;;В рассрочку;35 285 ₸;x12
HP Pavilion Aero 13-be1032ci 7P0L9EA серебристый;389990;0;;В рассрочку;32 500 ₸;x12
GIGABYTE AERO 16 KE5 KE5-72RU934HQ серебристый;1000990;0;;В рассрочку;83 416 ₸;x12
HP ProBook 440 G9 UMA 6A2H3EA серебристый;499990;0;;В рассрочку;41 666 ₸;x12
HP Europe ProBook 430 G8 27J09EA серебристый;599990;0;;В рассрочку;50 000 ₸;x12
ASUS Zenbook 14 UM3402YA-KP511W 90NB0W95-M00UU0 черный;474990;10;;В рассрочку;39 583 ₸;x12
HP 250 G9 6F1Z7EA черный;256815;0;;В рассрочку;21 402 ₸;x12
Lenovo Yoga Slim 7 Pro 16ARH7 82UW003KRU серый;609990;0;;В рассрочку;50 833 ₸;x12
HP ProBook 450 G8 2X7X1EA серебристый;381939;0;;В рассрочку;31 829 ₸;x12
HP 15-ec2084ur 64S62EA черный;598989;10;(1 отзыв);В рассрочку;49 916 ₸;x12
HP ENVY x360 15-ew0006ci 7P0M7EA серебристый;799990;0;;В рассрочку;66 666 ₸;x12
HP Spectre x360 16-f1017ci 7P0Q2EA черный;842770;0;;В рассрочку;70 231 ₸;x12
HP Pavilion x360 Convertible 15-er1006ci 6L9P9EA серебристый;339240;0;;В рассрочку;28 270 ₸;x12
HP 250 G9 6S775EA серый;386308;0;;В рассрочку;32 193 ₸;x12
ASUS ExpertBook B1 B1400CEAE-EB6603 31115G4-8-256-D темно-синий;239980;10;;В рассрочку;19 999 ₸;x12
HP Pavilion Aero 13-be1029ci 6K3C2EA серебристый;405760;10;(2 отзыва);В рассрочку;33 814 ₸;x12
Lenovo IdeaPad Gaming 3 15ACH6 82K201WMRK черный;399990;10;;В рассрочку;33 333 ₸;x12
Lenovo V14 G2 ITL 82KA001JRU черный;279900;0;;В рассрочку;23 325 ₸;x12
MSI Modern B5M-020XKZ черный;468990;0;;В рассрочку;39 083 ₸;x12
Lenovo IdeaPad 5 Pro 16ACH6 82L500UNRK черный;699990;0;;В рассрочку;58 333 ₸;x12
ASUS TUF Gaming A17 FA707NU-HX037 90NR0EF5-M002C0 серый;674890;10;(1 отзыв);В рассрочку;56 241 ₸;x12
Ноутбук HP 250 G8 3A5T7EA черный;199990;10;;В рассрочку;16 666 ₸;x12
HP HP Laptop 15s-eq2102ur 5R9R3EA серебристый;314580;10;(9 отзывов);В рассрочку;26 215 ₸;x12
Lenovo Legion 5 17ACH6 82K00005RK синий;854990;9;(7 отзывов);В рассрочку;71 250 ₸;x12
Apple MacBook Air 13 MGNA3 серебристый;777770;10;(17 отзывов);В рассрочку;64 815 ₸;x12
Huawei MateBook D 15 BoD-WDI9 53013QDU темно-серый;279990;0;;В рассрочку;23 333 ₸;x12
Lenovo Legion 7 16ACHg6 82N6000BRK темно-серый;1799990;10;(4 отзыва);В рассрочку;150 000 ₸;x12
DELL Vostro 3525 210-BDRB черный;300000;10;(1 отзыв);В рассрочку;25 000 ₸;x12
Lenovo V15 G2 ITL 82KB000ERU серый;259990;8;;В рассрочку;21 666 ₸;x12
Lenovo Thinkbook 15 G2 ARE 20VG0076RU серый;379900;9;(3 отзыва);В рассрочку;31 659 ₸;x12
Digma EVE 15 C400 ES5041EW серый;139990;10;(1 отзыв);В рассрочку;11 666 ₸;x12
Lenovo V14-IGL 82C2000YRU серый;186398;8;(39 отзывов);В рассрочку;15 534 ₸;x12
HP ENVY x360 Tooch 15-eu0046ur 60P14EA черный;449990;10;(2 отзыва);В рассрочку;37 500 ₸;x12
Lenovo ThinkPad E14 Gen 4 21EB006TRT черный;415282;0;;В рассрочку;34 607 ₸;x12
Lenovo IdeaPad 3 15ADA05 81W100TQRK синий;209990;10;(4 отзыва);В рассрочку;17 500 ₸;x12
Apple MacBook Air 13 MGND3RU/A золотистый;499990;10;(11 отзывов);В рассрочку;41 666 ₸;x12
Lenovo ThinkBook 15 G2 ITL 20VE00FKRU серый;410000;10;(1 отзыв);В рассрочку;34 167 ₸;x12
Lenovo ThinkBook 15 G2 ITL 20VE00FLRU серый;410000;0;;В рассрочку;34 167 ₸;x12
Lenovo ThinkPad E14 Gen 4 21E3005GRT черный;680990;0;;В рассрочку;56 750 ₸;x12
Lenovo IdeaPad Gaming 3 15ACH6 82K200H2RK черный;699969;10;(35 отзывов);В рассрочку;58 331 ₸;x12
Lenovo IdeaPad 3 15IGL05 81WQ00ENRK серый;234000;10;(10 отзывов);В рассрочку;19 500 ₸;x12
Apple MacBook Air 13 MGND3RU/A золотистый;499990;10;(11 отзывов);В рассрочку;41 666 ₸;x12
HP EliteBook 850 G8 401F2EA серебристый;467213;0;;В рассрочку;38 935 ₸;x12
HP ProBook 430 G8 2X7M9EA серебристый;499990;0;;В рассрочку;41 666 ₸;x12
Lenovo V15-IIL 82C500NRRU серый;289900;10;;В рассрочку;24 159 ₸;x12
ASUS VivoBook Pro 15 K6500ZC 90NB0XK1-M00LV0 серый;567265;10;(7 отзывов);В рассрочку;47 273 ₸;x12
Lenovo IdeaPad 3 15ADA05 81W100TQRK синий;209990;10;(4 отзыва);В рассрочку;17 500 ₸;x12
HP 250 G8 2W9A7EA серебристый;301248;10;(1 отзыв);В рассрочку;25 104 ₸;x12
Apple MacBook Pro 16 MVVL2 серебристый;1442000;10;(2 отзыва);В рассрочку;120 167 ₸;x12
Lenovo IdeaPad L340-15API 81LW008SRK черный;269990;9;(23 отзыва);В рассрочку;22 500 ₸;x12
Acer A315-56 NX.HS5ER.002 черный;220945;10;(30 отзывов);В рассрочку;18 413 ₸;x12
ASUS TUF Gaming F15 90NR0704-M00D00 черный;521770;10;(11 отзывов);В рассрочку;43 481 ₸;x12
ASUS Y1511CDA-BQ790 90NB0T41-M13490 серый;340000;0;;В рассрочку;28 334 ₸;x12
Lenovo IdeaPad S145-15IIL 81W8007LRK черный;329990;10;(10 отзывов);В рассрочку;27 500 ₸;x12
Lenovo ThinkPad E14 Gen 4 21E3005GRT черный;680990;0;;В рассрочку;56 750 ₸;x12
Lenovo ThinkBook 15 G2 ITL 20VE00FLRU серый;410000;0;;В рассрочку;34 167 ₸;x12
HP 250 G8 2W9A7EA серебристый;301248;10;(1 отзыв);В рассрочку;25 104 ₸;x12
Lenovo IdeaPad Gaming 3 15ACH6 82K200H2RK черный;699969;10;(35 отзывов);В рассрочку;58 331 ₸;x12
Lenovo ThinkPad T14 Gen 3 21AH00CFRT черный;872000;0;;В рассрочку;72 667 ₸;x12
HP 15s-eq0024ur 9QZ51EA черный;395000;10;(30 отзывов);В рассрочку;32 917 ₸;x12
Huawei MateBook D 16 RLEF-X 53013EUS серый;459990;0;;В рассрочку;38 333 ₸;x12
HP Omen 16-c0033ur 65B01EA серебристый;649990;10;(3 отзыва);В рассрочку;54 166 ₸;x12
HP Europe Probook 450 G9 6S6J4EA серебристый;398412;10;(3 отзыва);В рассрочку;33 201 ₸;x12
DELL Vostro 7620 210-BDVL-2 черный;890530;4;(1 отзыв);В рассрочку;74 211 ₸;x12
Acer Aspire 3 A315-58 NX.ADGER.003 синий;204900;0;;В рассрочку;17 075 ₸;x12
Lenovo IdeaPad 3 15ADA05 81W100TQRK синий;209990;10;(4 отзыва);В рассрочку;17 500 ₸;x12
Lenovo IdeaPad Gaming 3 15ARH05 R5165SGN 82EY00HYRK черный;498512;10;(18 отзывов);В рассрочку;41 543 ₸;x12
Prestigio SmartBook 141 C6 PSB141C06CHP_MG_CIS серебристый;151396;10;(8 отзывов);В рассрочку;12 617 ₸;x12
Lenovo IdeaPad L3 15IML05 81Y30022RK серый;419990;9;(6 отзывов);В рассрочку;35 000 ₸;x12
HP 14S-DQ5006CI 6J311EA серебристый;399990;10;(10 отзывов);В рассрочку;33 333 ₸;x12
Acer Extensa 15 EX215-22 NX.EG9ER.02S черный;179990;10;(1 отзыв);В рассрочку;15 000 ₸;x12
ASUS ExpertBook B1 B1500CEAE-BQ4237W 90NX0441-M037X0 черный;351014;0;;В рассрочку;29 252 ₸;x12
Acer Aspire 3 A315-58 NX.ADGER.003 синий;204900;0;;В рассрочку;17 075 ₸;x12
HP ENVY x360 Touch 15-eu0015ur 633W7EA черный;646690;9;(2 отзыва);В рассрочку;53 891 ₸;x12
DELL Vostro 3510 210-AZZU-B1 черный;400690;0;;В рассрочку;33 391 ₸;x12
DELL Vostro 3510 210-AZZU-A21 черный;364676;0;;В рассрочку;30 390 ₸;x12
HP ProBook 450 G9 6F1E5EA серебристый;423220;0;;В рассрочку;35 269 ₸;x12
ASUS L2502C 90NX0501-M005N0 черный;471137;0;;В рассрочку;39 262 ₸;x12
ASUS ExpertBook B1 B1402CBA-EB0563 90NX05V1-M00MX0 синий;230453;0;;В рассрочку;19 205 ₸;x12
Lenovo IdeaPad 3 15IAU7 82RK00ADRK серый;194900;10;(1 отзыв);В рассрочку;16 242 ₸;x12
Lenovo ThinkBook 14 G4 ABA 21DK004VRU темно-серый;379195;0;;В рассрочку;31 600 ₸;x12
DELL Vostro 3510 N8801VN3510EMEA01_N1_UBU серый;243058;0;;В рассрочку;20 255 ₸;x12
DELL Vostro 3420 N2010VNB3420EMEA01_UBU серый;292639;0;;В рассрочку;24 387 ₸;x12
Lenovo Legion S7 16ARHA7 82UG0037RK серый;599990;0;;В рассрочку;50 000 ₸;x12
DELL Vostro 3510 210-AZZU-B1 черный;400690;0;;В рассрочку;33 391 ₸;x12
DELL Vostro 3510 210-AZZU-A21 черный;364676;0;;В рассрочку;30 390 ₸;x12
HP ProBook 450 G9 6F1E5EA серебристый;423220;0;;В рассрочку;35 269 ₸;x12
DELL Vostro 3520 N2062PVNB3520EMEA01_UBU черный;251930;0;;В рассрочку;20 995 ₸;x12
GIGABYTE AORUS 15 9KF-E3KZ353SH черный;717965;0;;В рассрочку;59 831 ₸;x12
Lenovo ThinkPad E15 Gen 4 21E7S3AJ00 серый;590959;0;;В рассрочку;49 247 ₸;x12
Lenovo ThinkBook 15 G2 ITL 20VE00FMRU серый;438658;10;;В рассрочку;36 555 ₸;x12
Lenovo ThinkBook 15p G2 ITH 21B10023RU серый;518570;10;(1 отзыв);В рассрочку;43 215 ₸;x12
Acer Extensa EX215-22 NX.EG9ER.035 черный;168083;0;;В рассрочку;14 007 ₸;x12
ASUS X1503ZA-L1248W 90NB0WY1-M00P70 синий;314190;9;(4 отзыва);В рассрочку;26 183 ₸;x12
ASUS ExpertBook 90NX0421-M31720 синий;240686;0;;В рассрочку;20 058 ₸;x12
Lenovo ThinkBook 15 G3 ACL 21A4003PRU серый;420000;9;(6 отзывов);В рассрочку;35 000 ₸;x12
Lenovo V15 G3 IAP 82TT0010RU черный;255400;0;;В рассрочку;21 284 ₸;x12
HP ProBook 440 G9 6F2M0EA серебристый;443876;0;;В рассрочку;36 990 ₸;x12
HP ProBook 440 G9 6S6J2EA серый;409929;10;(2 отзыва);В рассрочку;34 161 ₸;x12
Lenovo ThinkPad T14s Gen 3 21BR00DURT черный;1049000;0;;В рассрочку;87 417 ₸;x12
ASUS VivoBook Pro 16X Oled M7601RM-MX071W 90NB0YY2-M00320 черный;610236;0;;В рассрочку;50 853 ₸;x12
Acer Spin 3 SP314-55N NX.K0QER.002 серый;529534;0;;В рассрочку;44 128 ₸;x12
HP EliteBook 860 G9 6F6E6EA серый;673734;0;;В рассрочку;56 145 ₸;x12
Lenovo ThinkBook 14 G4 21DK0008RU серый;425139;0;;В рассрочку;35 429 ₸;x12
ASUS B5602CBA-L20109X 90NX05H1-M00450 черный;868958;0;;В рассрочку;72 414 ₸;x12
Acer TravelMate P215-53 NX.VPRER.001 черный;554312;0;;В рассрочку;46 193 ₸;x12
Dream Machines RG3050Ti-15KZ31 черный;434990;0;;В рассрочку;36 250 ₸;x12
ASUS B5602CBA-L20107X 90NX05H1-M00430 темно-синий;706375;0;;В рассрочку;58 865 ₸;x12
Lenovo V15 G3 IAP 82TT0010RU черный;255400;0;;В рассрочку;21 284 ₸;x12
HP ProBook 440 G9 6F2M0EA серебристый;443876;0;;В рассрочку;36 990 ₸;x12
HP ProBook 440 G9 6S6J2EA серый;409929;10;(2 отзыва);В рассрочку;34 161 ₸;x12
Lenovo ThinkPad T14s Gen 3 21BR00DURT черный;1049000;0;;В рассрочку;87 417 ₸;x12
ASUS VivoBook Pro 16X Oled M7601RM-MX071W 90NB0YY2-M00320 черный;610236;0;;В рассрочку;50 853 ₸;x12
Acer Spin 3 SP314-55N NX.K0QER.002 серый;529534;0;;В рассрочку;44 128 ₸;x12
HP EliteBook 860 G9 6F6E6EA серый;673734;0;;В рассрочку;56 145 ₸;x12
Lenovo ThinkBook 14 G4 21DK0008RU серый;425139;0;;В рассрочку;35 429 ₸;x12
ASUS B5602CBA-L20109X 90NX05H1-M00450 черный;868958;0;;В рассрочку;72 414 ₸;x12
Acer TravelMate P215-53 NX.VPRER.001 черный;554312;0;;В рассрочку;46 193 ₸;x12
Dream Machines RG3050Ti-15KZ31 черный;434990;0;;В рассрочку;36 250 ₸;x12
ASUS B5602CBA-L20107X 90NX05H1-M00430 темно-синий;706375;0;;В рассрочку;58 865 ₸;x12
MSI Katana GF66 12UD-865XKZ черный;548660;0;;В рассрочку;45 722 ₸;x12
ASUS B9400CBA-KC0320X 90NX04Z1-M00J40 темно-синий;671872;0;;В рассрочку;55 990 ₸;x12
MSI Pulse GL66 12UEOK-1226XKZ темно-серый;799310;0;;В рассрочку;66 610 ₸;x12
HP EliteBook 630 G9 6A2B3EA серый;338783;0;;В рассрочку;28 232 ₸;x12
DELL Vostro 3510 210-AZZU-A22 черный;441923;0;;В рассрочку;36 827 ₸;x12
